Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(usd)
94,2,1,1,0,Southern Program Organization,3200000000.0,106666.67
108,2,1,1,1,Golestan,3300000000.0,110000.0
84,2,1,1,1,North Program Organization,3250000000.0,108333.33
53,1,0,1,1,Pardis,470000000.0,15666.67
73,2,0,0,1,Pirouzi,1970000000.0,65666.67
114,2,1,1,1,Pirouzi,3762000000.0,125400.0
53,1,0,1,1,Pardis,540000000.0,18000.0
145,3,1,1,1,Gheitarieh,13625000000.0,454166.67
105,2,1,1,1,Koohsar,4000000000.0,133333.33
137,3,1,1,1,Shams Abad,4660000000.0,155333.33
125,2,1,1,1,Southern Janatabad,6625000000.0,220833.33
52,1,1,1,1,East Ferdows Boulevard,2300000000.0,76666.67
110,3,1,1,1,Persian Gulf Martyrs Lake,3100000000.0,103333.33
65,2,1,1,1,Shahran,2150000000.0,71666.67
105,2,1,1,1,Persian Gulf Martyrs Lake,2800000000.0,93333.33
108,2,1,1,1,Golestan,1900000000.0,63333.33
85,2,1,1,1,Parand,520000000.0,17333.33
145,3,1,1,1,Saadat Abad,11000000000.0,366666.67
140,3,1,1,1,Punak,6200000000.0,206666.67
121,3,1,1,1,Persian Gulf Martyrs Lake,3650000000.0,121666.67
150,2,0,1,1,Chardangeh,1200000000.0,40000.0
108,2,1,1,1,Persian Gulf Martyrs Lake,3350000000.0,111666.67
64,1,0,0,1,Fallah,900000000.0,30000.0
50,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0
93,2,1,1,1,Fallah,1510000000.0,50333.33
64,1,0,1,0,Eskandari,1050000000.0,35000.0
107,2,1,1,1,Persian Gulf Martyrs Lake,3500000000.0,116666.67
115,2,1,1,1,Gheitarieh,7400000000.0,246666.67
120,2,1,1,1,Gholhak,8400000000.0,280000.0
106,2,1,1,1,North Program Organization,4520000000.0,150666.67
87,2,0,0,1,Ray,1570000000.0,52333.33
70,2,1,1,1,Punak,2580000000.0,86000.0
365,4,1,1,1,Dorous,47450000000.0,1581666.67
50,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0
165,3,1,1,1,Marzdaran,10230000000.0,341000.0
93,2,1,0,1,Shahr-e-Ziba,2900000000.0,96666.67
57,1,1,1,1,Ostad Moein,1600000000.0,53333.33
146,3,1,1,1,Marzdaran,8500000000.0,283333.33
50,1,1,1,1,Southern Program Organization,1980000000.0,66000.0
108,2,1,1,1,Mahallati,7000000000.0,233333.33
220,3,1,1,1,Elahieh,35200000000.0,1173333.33
90,2,1,1,1,Shahrakeh Naft,5500000000.0,183333.33
142,3,1,1,1,Punak,7550000000.0,251666.67
85,2,1,1,1,Shahran,3300000000.0,110000.0
100,2,1,1,1,Ajudaniye,6500000000.0,216666.67
150,3,1,1,1,Niavaran,15000000000.0,500000.0
200,3,1,0,1,West Pars,10000000000.0,333333.33
82,2,1,1,1,Persian Gulf Martyrs Lake,2350000000.0,78333.33
96,2,1,1,1,Northern Janatabad,3900000000.0,130000.0
105,2,1,1,1,Pardis,940000000.0,31333.33
87,2,1,1,1,Shahr-e-Ziba,3000000000.0,100000.0
135,3,1,1,1,Marzdaran,7425000000.0,247500.0
80,2,1,1,1,Southern Janatabad,3500000000.0,116666.67
88,2,1,1,1,Qazvin Imamzadeh Hassan,1550000000.0,51666.67
130,3,1,1,1,Feiz Garden,5600000000.0,186666.67
86,2,1,1,1,Southern Janatabad,4500000000.0,150000.0
125,3,1,1,1,Punak,6300000000.0,210000.0
70,2,1,1,1,Southern Janatabad,2000000000.0,66666.67
64,2,1,1,1,Southern Janatabad,2100000000.0,70000.0
70,2,1,1,1,Southern Janatabad,2500000000.0,83333.33
125,3,1,1,1,Gheitarieh,7100000000.0,236666.67
67,2,1,0,0,West Ferdows Boulevard,2200000000.0,73333.33
64,2,1,1,0,Jeyhoon,1500000000.0,50000.0
97,2,1,1,1,Pardis,770000000.0,25666.67
70,1,1,1,1,West Ferdows Boulevard,2400000000.0,80000.0
105,2,1,1,1,Pardis,950000000.0,31666.67
57,1,1,1,1,Southern Program Organization,2750000000.0,91666.67
95,2,1,1,1,West Ferdows Boulevard,3300000000.0,110000.0
100,2,0,1,0,Tehransar,2000000000.0,66666.67
93,2,1,1,1,Gheitarieh,6000000000.0,200000.0
133,4,1,1,0,Jeyhoon,4700000000.0,156666.67
140,3,1,1,1,Persian Gulf Martyrs Lake,4800000000.0,160000.0
120,2,1,1,0,Amirabad,4500000000.0,150000.0
130,2,1,1,0,Gheitarieh,6890000000.0,229666.67
150,3,0,0,0,Gheitarieh,10500000000.0,350000.0
60,1,1,1,1,Central Janatabad,3350000000.0,111666.67
125,2,1,1,1,Shahrake Gharb,9750000000.0,325000.0
105,2,1,1,1,Shahr-e-Ziba,4100000000.0,136666.67
102,2,1,1,1,Southern Janatabad,5600000000.0,186666.67
66,2,1,1,0,Punak,2250000000.0,75000.0
132,3,1,1,1,Parand,2050000000.0,68333.33
270,5,1,1,0,Yousef Abad,13500000000.0,450000.0
160,3,1,1,1,Amirabad,8320000000.0,277333.33
75,2,1,1,1,Shahran,1980000000.0,66000.0
85,2,1,1,1,Northern Suhrawardi,4500000000.0,150000.0
130,3,1,1,1,Saadat Abad,8500000000.0,283333.33
95,2,1,1,1,Saadat Abad,5500000000.0,183333.33
65,2,1,1,1,Salsabil,1750000000.0,58333.33
94,2,1,1,1,Villa,4130000000.0,137666.67
105,2,1,1,1,Pardis,550000000.0,18333.33
105,2,1,1,1,Pardis,875000000.0,29166.67
100,2,1,1,1,Hakimiyeh,3100000000.0,103333.33
100,2,0,1,1,Shahr-e-Ziba,3300000000.0,110000.0
55,1,0,0,0,West Ferdows Boulevard,1900000000.0,63333.33
123,3,1,1,1,Nezamabad,3300000000.0,110000.0
130,3,1,1,1,Jeyhoon,2800000000.0,93333.33
135,3,1,1,1,Qasr-od-Dasht,2950000000.0,98333.33
120,2,1,1,1,Southern Program Organization,4250000000.0,141666.67
200,3,1,1,1,Ozgol,18000000000.0,600000.0
80,2,1,1,1,Shahran,3550000000.0,118333.33
85,2,1,1,1,Shahran,2380000000.0,79333.33
115,2,1,1,1,Tajrish,8200000000.0,273333.33
65,1,1,1,1,Shahran,2220000000.0,74000.0
106,2,1,1,1,Yousef Abad,5700000000.0,190000.0
92,2,1,1,1,Shahr-e-Ziba,2700000000.0,90000.0
92,2,1,1,1,Pasdaran,6700000000.0,223333.33
85,2,1,1,1,Central Janatabad,3150000000.0,105000.0
100,2,1,1,1,East Ferdows Boulevard,3400000000.0,113333.33
121,2,1,1,1,Garden of Saba,7500000000.0,250000.0
98,2,1,1,1,West Ferdows Boulevard,4400000000.0,146666.67
87,2,1,1,1,West Ferdows Boulevard,2830000000.0,94333.33
49,1,0,0,1,Punak,2300000000.0,76666.67
130,3,1,1,1,Yousef Abad,8000000000.0,266666.67
66,2,1,1,1,Ostad Moein,1585000000.0,52833.33
88,2,1,1,1,Central Janatabad,3400000000.0,113333.33
90,2,1,1,1,Qalandari,6560000000.0,218666.67
75,2,1,1,1,Tarasht,2150000000.0,71666.67
204,3,1,1,1,Elahieh,32640000000.0,1088000.0
54,1,1,1,0,Andisheh,500000000.0,16666.67
90,2,1,1,1,Feiz Garden,3600000000.0,120000.0
71,2,1,1,1,East Ferdows Boulevard,2530000000.0,84333.33
116,3,1,1,1,Pasdaran,8100000000.0,270000.0
79,2,1,1,1,West Ferdows Boulevard,2400000000.0,80000.0
135,2,1,1,1,Dorous,10000000000.0,333333.33
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0
87,2,1,1,1,West Ferdows Boulevard,3800000000.0,126666.67
108,2,1,1,1,West Ferdows Boulevard,3950000000.0,131666.67
100,2,1,1,1,Shahr-e-Ziba,5100000000.0,170000.0
140,3,1,1,1,Shahrake Gharb,9200000000.0,306666.67
73,2,1,1,0,Southern Janatabad,2108000000.0,70266.67
75,2,1,1,0,Northern Janatabad,2385000000.0,79500.0
80,2,1,1,1,Si Metri Ji,2220000000.0,74000.0
66,2,1,1,1,Ostad Moein,1585000000.0,52833.33
105,3,1,1,1,Parand,1260000000.0,42000.0
120,2,1,1,1,Shahrake Gharb,7500000000.0,250000.0
140,3,1,1,1,Shahrake Gharb,10000000000.0,333333.33
56,1,1,1,1,Punak,1950000000.0,65000.0
97,2,1,1,1,Yousef Abad,5000000000.0,166666.67
60,2,1,1,0,Central Janatabad,1650000000.0,55000.0
54,1,0,1,1,Punak,2000000000.0,66666.67
92,2,1,1,1,Feiz Garden,3950000000.0,131666.67
76,2,1,1,1,Andisheh,896000000.0,29866.67
135,3,1,1,1,Farmanieh,11500000000.0,383333.33
87,2,1,1,1,Pardis,500000000.0,16666.67
100,2,1,1,0,Yousef Abad,4300000000.0,143333.33
600,2,1,1,1,Qalandari,9150000000.0,305000.0
98,2,1,1,1,Gheitarieh,6958000000.0,231933.33
108,2,1,1,1,West Ferdows Boulevard,5616000000.0,187200.0
73,2,1,1,1,Razi,1230000000.0,41000.0
80,2,1,1,1,Southern Program Organization,3680000000.0,122666.67
130,2,1,1,1,Qalandari,8500000000.0,283333.33
56,1,1,1,1,Shahran,1900000000.0,63333.33
110,2,1,1,1,West Ferdows Boulevard,3750000000.0,125000.0
179,3,1,1,1,Pasdaran,9645000000.0,321500.0
110,3,1,1,1,Saadat Abad,5200000000.0,173333.33
101,2,1,1,1,Saadat Abad,5550000000.0,185000.0
157,3,1,1,1,Heravi,9850000000.0,328333.33
90,2,1,1,1,Qazvin Imamzadeh Hassan,1620000000.0,54000.0
120,3,1,1,1,Persian Gulf Martyrs Lake,1272000000.0,42400.0
60,1,1,1,1,Yousef Abad,3250000000.0,108333.33
100,2,1,1,1,Pardis,790000000.0,26333.33
62,2,1,1,1,Central Janatabad,3500000000.0,116666.67
400,5,1,1,0,Mirdamad,56000000000.0,1866666.67
105,2,1,1,1,Pardis,860000000.0,28666.67
115,3,1,1,1,Punak,6670000000.0,222333.33
77,2,1,1,0,Central Janatabad,2400000000.0,80000.0
65,1,1,1,1,Shahran,1880000000.0,62666.67
130,3,1,1,1,Yousef Abad,7800000000.0,260000.0
143,3,1,1,1,Northern Janatabad,4400000000.0,146666.67
155,3,1,1,1,West Ferdows Boulevard,5000000000.0,166666.67
96,2,1,1,1,Ekbatan,4200000000.0,140000.0
147,3,1,1,1,Heravi,9100000000.0,303333.33
76,2,1,1,1,Ekbatan,3600000000.0,120000.0
194,3,1,1,1,Niavaran,19858000000.0,661933.33
79,2,0,1,0,Northern Janatabad,3200000000.0,106666.67
70,2,1,1,1,Southern Program Organization,2500000000.0,83333.33
87,2,0,1,1,Pardis,500000000.0,16666.67
91,2,1,1,1,Tarasht,3100000000.0,103333.33
68,2,1,1,1,North Program Organization,2450000000.0,81666.67
68,1,1,1,1,Ekbatan,3100000000.0,103333.33
89,2,1,1,1,Shahran,3190000000.0,106333.33
65,1,1,1,0,Punak,2250000000.0,75000.0
145,3,1,1,1,Niavaran,14500000000.0,483333.33
192,3,1,1,1,Kamranieh,33490000000.0,1116333.33
160,3,1,1,1,Niavaran,18400000000.0,613333.33
75,2,0,1,1,Shahrake Qods,620000000.0,20666.67
58,1,1,1,1,Ekbatan,2850000000.0,95000.0
44,1,0,1,0,Pirouzi,790000000.0,26333.33
87,2,1,1,1,Amirabad,550000000.0,18333.33
120,3,1,1,1,Persian Gulf Martyrs Lake,1750000000.0,58333.33
78,2,0,0,0,Parand,455000000.0,15166.67
195,3,1,1,1,Velenjak,19500000000.0,650000.0
90,2,1,1,1,Persian Gulf Martyrs Lake,1315000000.0,43833.33
350,4,1,1,1,Niavaran,80500000000.0,2683333.33
87,2,1,1,1,Pardis,890000000.0,29666.67
92,2,1,1,1,Southern Janatabad,3990000000.0,133000.0
87,2,1,1,1,Shahr-e-Ziba,3050000000.0,101666.67
85,2,1,1,0,Southern Janatabad,3400000000.0,113333.33
138,2,1,1,1,Zaferanieh,17250000000.0,575000.0
94,2,1,1,1,Qazvin Imamzadeh Hassan,1712000000.0,57066.67
100,2,1,1,1,Niavaran,6200000000.0,206666.67
44,1,0,1,0,Parastar,1030000000.0,34333.33
280,4,1,1,1,Velenjak,30800000000.0,1026666.67
180,3,1,1,1,Ajudaniye,13500000000.0,450000.0
83,2,1,1,1,Central Janatabad,3859000000.0,128633.33
68,2,0,1,0,Pirouzi,1380000000.0,46000.0
140,3,1,1,1,Andisheh,1484000000.0,49466.67
75,2,0,1,1,Kahrizak,862500000.0,28750.0
87,2,1,1,1,Abazar,5655000000.0,188500.0
110,2,1,1,1,Pardis,535000000.0,17833.33
238,3,1,1,1,Velenjak,42840000000.0,1428000.0
100,2,1,1,1,Qazvin Imamzadeh Hassan,1850000000.0,61666.67
80,2,1,1,1,Parastar,3360000000.0,112000.0
114,3,1,1,1,Saadat Abad,6800000000.0,226666.67
146,3,1,1,1,Heravi,7600000000.0,253333.33
86,2,1,1,1,Amirabad,4730000000.0,157666.67
60,1,1,1,1,West Ferdows Boulevard,3300000000.0,110000.0
97,2,1,1,1,Hashemi,2300000000.0,76666.67
110,2,1,1,0,Saadat Abad,12500000000.0,416666.67
110,2,1,1,1,Punak,6490000000.0,216333.33
105,2,1,1,1,Railway,5000000000.0,166666.67
69,2,1,1,1,Pirouzi,1800000000.0,60000.0
160,2,1,1,1,Yousef Abad,8600000000.0,286666.67
121,2,1,1,1,Narmak,5500000000.0,183333.33
83,2,1,1,0,West Ferdows Boulevard,2400000000.0,80000.0
55,1,1,1,1,Pirouzi,1750000000.0,58333.33
86,2,1,0,1,Air force,3000000000.0,100000.0
65,1,1,1,0,Araj,3100000000.0,103333.33
226,4,1,1,1,Mahmoudieh,17000000000.0,566666.67
85,1,1,1,1,Kamranieh,7100000000.0,236666.67
170,3,1,1,1,Niavaran,14000000000.0,466666.67
360,4,1,1,1,Niavaran,38000000000.0,1266666.67
120,3,1,1,1,Punak,6660000000.0,222000.0
150,3,1,1,1,Pasdaran,11456000000.0,381866.67
85,2,1,1,1,Punak,3300000000.0,110000.0
120,3,1,1,1,Pardis,670000000.0,22333.33
105,3,1,1,0,Andisheh,3400000000.0,113333.33
51,1,1,1,1,Tenant,1380000000.0,46000.0
130,3,1,1,1,Saadat Abad,10500000000.0,350000.0
100,2,1,1,1,Punak,5650000000.0,188333.33
290,4,1,1,1,Farmanieh,34000000000.0,1133333.33
200,3,1,1,1,Aqdasieh,34800000000.0,1160000.0
37,1,0,1,0,Andisheh,355000000.0,11833.33
150,3,1,1,1,Sadeghieh,5400000000.0,180000.0
160,3,1,1,1,Gheitarieh,9800000000.0,326666.67
165,2,1,1,1,Pakdasht,1200000000.0,40000.0
400,5,1,1,0,Andisheh,11000000000.0,366666.67
88,2,1,1,1,West Ferdows Boulevard,3100000000.0,103333.33
86,2,1,1,1,Air force,2924000000.0,97466.67
200,3,1,1,1,Kook,12000000000.0,400000.0
90,2,1,1,1,Gheitarieh,7000000000.0,233333.33
84,2,1,1,1,Pirouzi,2688000000.0,89600.0
114,2,1,1,1,Persian Gulf Martyrs Lake,3690000000.0,123000.0
113,2,1,1,1,Persian Gulf Martyrs Lake,3800000000.0,126666.67
45,1,0,1,0,Shahran,1580000000.0,52666.67
155,2,1,1,1,Pardis,1900000000.0,63333.33
67,2,1,1,1,East Ferdows Boulevard,2380000000.0,79333.33
65,1,1,1,1,Gheitarieh,4225000000.0,140833.33
54,1,1,1,0,Aqdasieh,3500000000.0,116666.67
42,1,0,1,1,Jeyhoon,1050000000.0,35000.0
56,1,1,1,1,Punak,2850000000.0,95000.0
80,2,1,1,0,Rudhen,750000000.0,25000.0
117,2,0,1,1,Rudhen,1580000000.0,52666.67
114,2,1,1,1,Abazar,6700000000.0,223333.33
160,3,1,1,1,Andisheh,3000000000.0,100000.0
104,2,1,1,1,Abazar,3400000000.0,113333.33
120,2,1,1,0,Andisheh,1800000000.0,60000.0
76,2,1,1,1,Abazar,3000000000.0,100000.0
71,2,0,1,0,Northern Janatabad,2600000000.0,86666.67
104,2,1,0,1,Air force,4200000000.0,140000.0
82,2,1,1,1,Abazar,3800000000.0,126666.67
350,5,1,1,1,Gheitarieh,35000000000.0,1166666.67
40,1,0,1,1,Karoon,880000000.0,29333.33
46,1,1,1,0,Jeyhoon,750000000.0,25000.0
80,2,1,1,1,Jeyhoon,1500000000.0,50000.0
60,1,0,1,0,Jeyhoon,1020000000.0,34000.0
89,2,1,0,1,Andisheh,1100000000.0,36666.67
45,1,1,1,1,Qasr-od-Dasht,1300000000.0,43333.33
85,2,1,1,1,Dorous,4200000000.0,140000.0
108,2,1,1,1,Shahran,4300000000.0,143333.33
76,2,1,0,1,Punak,4250000000.0,141666.67
79,2,1,1,1,Punak,3250000000.0,108333.33
73,2,1,1,1,Punak,3550000000.0,118333.33
85,2,1,1,1,Shahr-e-Ziba,2750000000.0,91666.67
95,2,1,1,1,Andisheh,1200000000.0,40000.0
88,2,0,0,1,Parand,485000000.0,16166.67
75,2,0,1,0,Malard,250000000.0,8333.33
105,3,1,1,1,Ostad Moein,2910000000.0,97000.0
67,2,1,1,1,Feiz Garden,2120000000.0,70666.67
125,2,1,1,1,Gheitarieh,12500000000.0,416666.67
195,3,1,1,1,Gheitarieh,19000000000.0,633333.33
99,2,1,1,1,Punak,4200000000.0,140000.0
100,2,1,1,1,Punak,4300000000.0,143333.33
106,2,1,1,1,Pardis,560000000.0,18666.67
228,3,1,1,1,Zaferanieh,20292000000.0,676400.0
84,3,1,1,1,Shahran,3050000000.0,101666.67
66,2,1,0,1,Ostad Moein,1580000000.0,52666.67
101,2,1,1,1,Central Janatabad,4700000000.0,156666.67
60,2,1,1,0,Pirouzi,1450000000.0,48333.33
70,2,1,1,1,Punak,2700000000.0,90000.0
230,3,1,1,1,Farmanieh,22000000000.0,733333.33
87,2,0,0,1,Pardis,810000000.0,27000.0
105,2,1,1,1,Pardis,555000000.0,18500.0
108,2,1,1,1,Shams Abad,4550000000.0,151666.67
75,2,1,1,0,Central Janatabad,2750000000.0,91666.67
105,2,1,1,1,Pardis,550000000.0,18333.33
43,1,1,1,1,Shams Abad,1800000000.0,60000.0
48,1,1,1,0,Salsabil,1048000000.0,34933.33
134,3,1,1,1,Andisheh,1100000000.0,36666.67
230,3,1,1,1,Farmanieh,20700000000.0,690000.0
48,1,1,1,0,Salsabil,995000000.0,33166.67
105,2,0,1,0,Andisheh,1100000000.0,36666.67
86,2,1,1,1,Pardis,780000000.0,26000.0
87,2,1,1,1,Pardis,960000000.0,32000.0
112,2,1,1,1,Yousef Abad,5600000000.0,186666.67
125,2,1,1,1,Pardis,2100000000.0,70000.0
100,2,1,1,1,Pirouzi,2600000000.0,86666.67
100,2,1,1,1,Pirouzi,4000000000.0,133333.33
87,2,1,1,1,Pardis,720000000.0,24000.0
85,2,1,1,1,Pardis,730000000.0,24333.33
110,2,1,1,1,Yousef Abad,5700000000.0,190000.0
220,3,1,1,1,Niavaran,19800000000.0,660000.0
100,2,1,1,1,Gheitarieh,6800000000.0,226666.67
45,1,0,1,0,Andisheh,395000000.0,13166.67
138,3,1,1,1,Islamshahr,1690000000.0,56333.33
55,1,1,1,1,Saadat Abad,4000000000.0,133333.33
108,2,1,1,1,Persian Gulf Martyrs Lake,3024000000.0,100800.0
101,2,1,1,1,Gheitarieh,8800000000.0,293333.33
99,1,1,1,1,Gheitarieh,8400000000.0,280000.0
8400000000,2,1,1,1,Gheitarieh,8700000000.0,290000.0
105,2,1,1,1,Pardis,525000000.0,17500.0
100,2,1,1,1,Gheitarieh,8300000000.0,276666.67
146,3,1,1,1,Saadat Abad,10800000000.0,360000.0
60,2,0,1,0,Shahrake Azadi,1680000000.0,56000.0
85,2,1,1,0,Air force,2700000000.0,90000.0
132,3,1,1,1,Pasdaran,9900000000.0,330000.0
70,2,0,1,0,Pirouzi,1550000000.0,51666.67
88,2,1,1,1,Punak,2980000000.0,99333.33
65,2,1,1,0,Pirouzi,1650000000.0,55000.0
63,1,1,1,1,Ostad Moein,1380000000.0,46000.0
57,1,1,1,1,Qasr-od-Dasht,1200000000.0,40000.0
85,2,1,1,1,Shahr-e-Ziba,3450000000.0,115000.0
88,3,0,0,1,Parand,520000000.0,17333.33
76,2,0,0,0,Parand,365000000.0,12166.67
49,1,1,1,1,Punak,2694000000.0,89800.0
95,2,1,1,0,Punak,3900000000.0,130000.0
86,2,1,1,1,Niavaran,5580000000.0,186000.0
90,2,1,1,1,Golestan,690000000.0,23000.0
157,3,1,1,1,Gheitarieh,13600000000.0,453333.33
190,3,1,1,1,Gheitarieh,15500000000.0,516666.67
150,3,1,1,1,Gheitarieh,11000000000.0,366666.67
91,2,1,1,1,Tehran Now,3000000000.0,100000.0
245,3,1,1,1,Niavaran,21560000000.0,718666.67
150,2,1,1,1,Gheitarieh,13000000000.0,433333.33
106,2,1,1,1,West Ferdows Boulevard,3900000000.0,130000.0
125,2,1,1,1,Gheitarieh,11000000000.0,366666.67
160,3,1,1,1,Niavaran,16800000000.0,560000.0
115,3,1,1,1,Feiz Garden,3500000000.0,116666.67
93,2,1,1,1,Southern Janatabad,4600000000.0,153333.33
90,2,1,1,1,Southern Janatabad,3000000000.0,100000.0
135,3,1,1,1,Shahrake Gharb,9000000000.0,300000.0
53,1,1,1,1,Azarbaijan,1500000000.0,50000.0
72,2,1,1,0,Qasr-od-Dasht,1615000000.0,53833.33
80,2,1,1,1,Azarbaijan,2480000000.0,82666.67
102,2,1,1,1,Shahrake Gharb,9898000000.0,329933.33
83,2,1,1,1,Ray,1700000000.0,56666.67
83,2,1,1,1,Salsabil,2300000000.0,76666.67
65,2,1,1,1,Jeyhoon,1400000000.0,46666.67
200,3,1,1,1,Heravi,14000000000.0,466666.67
43,1,1,1,1,Beryanak,1250000000.0,41666.67
42,1,1,0,1,Jeyhoon,960000000.0,32000.0
97,2,1,1,1,Sattarkhan,3580000000.0,119333.33
90,2,1,1,1,Southern Janatabad,3280000000.0,109333.33
90,2,1,1,1,Southern Janatabad,3680000000.0,122666.67
929,5,1,1,0,Zafar,80000000000.0,2666666.67
150,3,1,1,1,Punak,9400000000.0,313333.33
120,2,1,1,1,Southern Janatabad,4100000000.0,136666.67
550,3,1,1,0,Absard,4500000000.0,150000.0
90,2,1,1,1,Mirdamad,6000000000.0,200000.0
75,2,1,1,1,Jeyhoon,2350000000.0,78333.33
65,2,1,1,0,Punak,2250000000.0,75000.0
124,3,1,1,1,Southern Janatabad,5950000000.0,198333.33
70,1,1,1,1,Punak,3100000000.0,103333.33
68,2,1,1,0,Punak,2230000000.0,74333.33
67,2,1,1,1,Punak,2600000000.0,86666.67
145,3,1,1,1,Central Janatabad,6150000000.0,205000.0
65,1,1,1,1,Northern Janatabad,2700000000.0,90000.0
143,3,1,1,1,Saadat Abad,11200000000.0,373333.33
88,2,1,1,1,Southern Janatabad,2560000000.0,85333.33
95,2,1,1,1,Ostad Moein,2990000000.0,99666.67
190,3,1,1,1,Farmanieh,25000000000.0,833333.33
130,3,1,1,1,Shahrakeh Naft,7500000000.0,250000.0
100,2,1,1,0,Islamshahr,1100000000.0,36666.67
76,2,1,1,1,Shahr-e-Ziba,2480000000.0,82666.67
110,2,1,1,1,Punak,3900000000.0,130000.0
75,2,1,1,0,Islamshahr,1250000000.0,41666.67
160,3,1,1,1,Heravi,7000000000.0,233333.33
290,4,1,1,1,Zaferanieh,15950000000.0,531666.67
198,4,1,1,0,Andisheh,5200000000.0,173333.33
90,2,1,1,1,Islamshahr,1098000000.0,36600.0
100,2,1,1,1,Central Janatabad,3600000000.0,120000.0
91,2,1,1,0,Islamshahr,1640000000.0,54666.67
110,2,1,1,1,Islamshahr,2530000000.0,84333.33
113,2,1,1,1,Ekhtiarieh,4300000000.0,143333.33
74,2,1,1,1,Southern Janatabad,2800000000.0,93333.33
125,2,1,1,1,Ostad Moein,3900000000.0,130000.0
148,3,1,1,1,Saadat Abad,12580000000.0,419333.33
90,2,1,1,1,Central Janatabad,3600000000.0,120000.0
115,2,1,1,1,Punak,5405000000.0,180166.67
95,2,1,1,1,North Program Organization,4300000000.0,143333.33
63,2,1,1,1,Amir Bahador,1638000000.0,54600.0
250,3,1,1,1,Elahieh,40000000000.0,1333333.33
95,2,1,1,1,Southern Program Organization,4300000000.0,143333.33
90,2,1,1,1,Southern Janatabad,3780000000.0,126000.0
78,2,0,1,1,Parand,425000000.0,14166.67
158,3,1,1,1,Pasdaran,11060000000.0,368666.67
155,3,1,1,1,Pasdaran,13175000000.0,439166.67
182,3,1,1,1,Saadat Abad,11500000000.0,383333.33
60,1,1,1,1,Northern Chitgar,875000000.0,29166.67
53,1,0,0,0,Shahrake Qods,395000000.0,13166.67
62,2,1,1,0,Punak,2200000000.0,73333.33
93,2,1,1,0,Parand,650000000.0,21666.67
83,2,1,1,1,Jeyhoon,2200000000.0,73333.33
147,3,1,1,1,Ekhtiarieh,9600000000.0,320000.0
119,2,1,1,1,Shahran,4700000000.0,156666.67
179,3,1,1,1,Velenjak,8055000000.0,268500.0
70,1,1,1,1,West Ferdows Boulevard,3650000000.0,121666.67
70,2,0,1,1,Komeil,1250000000.0,41666.67
85,2,1,0,1,Pardis,470000000.0,15666.67
120,2,1,1,1,Shahrake Qods,1050000000.0,35000.0
138,3,1,1,1,Saadat Abad,9300000000.0,310000.0
705,5,1,1,0,Abazar,91000000000.0,3033333.33
87,2,1,1,1,Pardis,570000000.0,19000.0
66,2,1,1,1,Ostad Moein,1580000000.0,52666.67
62,1,1,1,1,West Ferdows Boulevard,2650000000.0,88333.33
70,1,0,1,0,Saadat Abad,3300000000.0,110000.0
100,2,1,1,1,Ostad Moein,2800000000.0,93333.33
110,2,1,1,1,Saadat Abad,8900000000.0,296666.67
101,2,1,1,1,Saadat Abad,5555000000.0,185166.67
165,3,1,1,1,Saadat Abad,10500000000.0,350000.0
245,3,1,1,1,Shahrake Gharb,19000000000.0,633333.33
135,2,1,1,1,Saadat Abad,8800000000.0,293333.33
83,2,1,0,1,Saadat Abad,4600000000.0,153333.33
52,1,1,1,1,Southern Program Organization,2750000000.0,91666.67
60,2,1,1,1,West Ferdows Boulevard,2850000000.0,95000.0
140,3,1,1,1,Shahrake Gharb,11200000000.0,373333.33
62,1,1,1,1,Shahrake Qods,510000000.0,17000.0
150,3,1,1,1,Saadat Abad,9500000000.0,316666.67
97,2,1,1,1,Pardis,770000000.0,25666.67
100,2,1,1,1,Jeyhoon,2300000000.0,76666.67
103,2,1,1,1,Azarbaijan,3150000000.0,105000.0
150,3,1,1,1,Punak,10500000000.0,350000.0
106,2,1,1,1,Pardis,800000000.0,26666.67
290,4,1,1,1,Aqdasieh,27000000000.0,900000.0
107,3,1,1,0,Eram,2970000000.0,99000.0
195,3,1,1,1,Shahrake Gharb,19500000000.0,650000.0
105,2,1,1,1,Pardis,700000000.0,23333.33
200,3,1,1,1,Gheitarieh,16000000000.0,533333.33
110,2,1,1,1,Ekhtiarieh,8300000000.0,276666.67
60,1,1,1,1,Southern Program Organization,2400000000.0,80000.0
222,3,1,1,1,Gheitarieh,19800000000.0,660000.0
90,2,1,1,1,Ekhtiarieh,6000000000.0,200000.0
110,2,1,1,0,Southern Program Organization,3580000000.0,119333.33
76,2,1,1,1,Shahrake Qods,870000000.0,29000.0
170,4,1,1,1,Andisheh,3060000000.0,102000.0
122,3,1,1,0,Parand,850000000.0,28333.33
147,3,1,1,1,Pasdaran,8350000000.0,278333.33
100,2,1,1,1,Pasdaran,6000000000.0,200000.0
90,2,1,1,1,Northern Janatabad,3150000000.0,105000.0
80,2,1,1,1,Shahr-e-Ziba,2550000000.0,85000.0
87,2,1,1,1,Pardis,850000000.0,28333.33
123,3,1,1,1,Gheitarieh,7400000000.0,246666.67
105,2,1,1,1,Pardis,945000000.0,31500.0
78,2,1,1,1,Southern Janatabad,3500000000.0,116666.67
