Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(usd),Score
170,2,1,1,1,Zaferanieh,32000000000.0,1066666.67,3
157,3,1,1,1,Zaferanieh,14800000000.0,493333.33,3
170,3,1,1,1,Zaferanieh,19000000000.0,633333.33,3
283,3,1,1,1,Zaferanieh,29700000000.0,990000.0,3
84,2,1,1,1,Pardis,540000000.0,18000.0,3
84,2,1,1,1,Pardis,550000000.0,18333.33,3
80,2,1,1,0,Northern Janatabad,3250000000.0,108333.33,2
863,2,1,1,1,Gheitarieh,7830000000.0,261000.0,3
125,2,1,1,1,Kamranieh,8700000000.0,290000.0,3
65,2,1,1,1,Punak,2350000000.0,78333.33,3
105,2,1,1,1,Southern Janatabad,5300000000.0,176666.67,3
170,3,1,1,1,Farmanieh,18700000000.0,623333.33,3
230,3,1,1,1,Ekhtiarieh,19300000000.0,643333.33,3
200,3,1,1,1,Pasdaran,22000000000.0,733333.33,3
150,3,1,1,1,Pasdaran,13000000000.0,433333.33,3
93,2,1,1,1,Central Janatabad,4650000000.0,155000.0,3
110,2,1,1,1,Central Janatabad,4500000000.0,150000.0,3
95,2,1,1,1,Saadat Abad,5700000000.0,190000.0,3
128,3,1,1,1,Ekhtiarieh,8960000000.0,298666.67,3
140,2,1,1,1,Saadat Abad,8400000000.0,280000.0,3
86,2,1,1,1,Southern Janatabad,3200000000.0,106666.67,3
70,2,1,1,1,Saadat Abad,3900000000.0,130000.0,3
173,3,1,1,1,East Ferdows Boulevard,9515000000.0,317166.67,3
72,2,1,1,1,Southern Janatabad,3150000000.0,105000.0,3
73,2,1,1,1,Saadat Abad,3900000000.0,130000.0,3
67,2,1,1,1,West Ferdows Boulevard,2200000000.0,73333.33,3
68,2,1,1,1,East Ferdows Boulevard,2700000000.0,90000.0,3
88,2,1,1,1,Pardis,1900000000.0,63333.33,3
111,2,1,1,1,Saadat Abad,5661000000.0,188700.0,3
98,2,1,1,0,West Ferdows Boulevard,3750000000.0,125000.0,2
62,2,1,1,1,West Ferdows Boulevard,2750000000.0,91666.67,3
80,2,1,1,1,Central Janatabad,4240000000.0,141333.33,3
200,4,1,1,1,Saadat Abad,15000000000.0,500000.0,3
210,4,1,1,1,Saadat Abad,15500000000.0,516666.67,3
162,3,1,1,1,Shahrake Gharb,12150000000.0,405000.0,3
150,3,1,1,1,Ekhtiarieh,12000000000.0,400000.0,3
82,2,1,1,1,Pardis,1100000000.0,36666.67,3
130,3,1,1,1,Pasdaran,11100000000.0,370000.0,3
76,2,1,1,1,Saadat Abad,4000000000.0,133333.33,3
96,2,1,1,1,Shahrake Gharb,4800000000.0,160000.0,3
103,2,1,1,1,Saadat Abad,5200000000.0,173333.33,3
135,3,1,0,1,Saadat Abad,8700000000.0,290000.0,2
140,2,1,1,1,Shahrake Gharb,12600000000.0,420000.0,3
165,3,1,1,1,Shahrake Gharb,14800000000.0,493333.33,3
120,2,1,1,1,Shahrake Qods,1050000000.0,35000.0,3
160,2,1,1,1,Pardis,2000000000.0,66666.67,3
150,3,1,1,1,Gheitarieh,9000000000.0,300000.0,3
180,3,1,1,1,East Ferdows Boulevard,9900000000.0,330000.0,3
93,2,1,1,1,Shahrake Qods,1181100000.0,39370.0,3
84,2,1,1,1,Shahrake Qods,1150800000.0,38360.0,3
105,2,1,1,1,Shahrake Qods,1365000000.0,45500.0,3
67,2,1,1,0,Central Janatabad,2400000000.0,80000.0,2
100,2,1,1,1,Ekhtiarieh,5500000000.0,183333.33,3
170,3,1,1,1,Pasdaran,10800000000.0,360000.0,3
162,3,1,1,1,Pasdaran,7600000000.0,253333.33,3
150,3,1,1,1,Gheitarieh,12500000000.0,416666.67,3
245,3,1,1,1,Farmanieh,22050000000.0,735000.0,3
93,2,1,1,1,Northern Janatabad,4140000000.0,138000.0,3
128,3,1,1,1,Gheitarieh,9300000000.0,310000.0,3
87,2,1,1,1,Pardis,795000000.0,26500.0,3
100,2,1,1,1,Heravi,5500000000.0,183333.33,3
124,2,1,1,1,Heravi,7040000000.0,234666.67,3
156,3,1,1,1,Abazar,9400000000.0,313333.33,3
171,3,1,1,1,Gheitarieh,14000000000.0,466666.67,3
58,2,1,1,0,Central Janatabad,2080000000.0,69333.33,2
88,2,1,1,1,Amirieh,2024000000.0,67466.67,3
190,3,1,1,1,Niavaran,24700000000.0,823333.33,3
165,3,1,1,1,Niavaran,17200000000.0,573333.33,3
235,3,1,1,1,Gheitarieh,26500000000.0,883333.33,3
87,2,1,1,1,Pardis,670000000.0,22333.33,3
121,3,1,1,1,Pardis,630000000.0,21000.0,3
105,2,1,1,1,Pardis,955000000.0,31833.33,3
100,3,1,1,1,Pardis,500000000.0,16666.67,3
105,2,1,1,1,Pardis,980000000.0,32666.67,3
69,2,1,1,1,Shahr-e-Ziba,2050000000.0,68333.33,3
115,2,1,1,1,Shahrake Gharb,13000000000.0,433333.33,3
157,3,1,1,1,Shahrake Gharb,18500000000.0,616666.67,3
145,3,1,1,1,Heravi,7541000000.0,251366.67,3
160,3,1,1,1,Velenjak,10700000000.0,356666.67,3
261,4,1,1,1,Zaferanieh,26000000000.0,866666.67,3
145,3,1,1,1,Zaferanieh,11000000000.0,366666.67,3
87,2,1,1,1,Pardis,490000000.0,16333.33,3
116,2,1,1,1,Dehkade Olampic,4350000000.0,145000.0,3
95,2,1,1,1,Jeyhoon,2280000000.0,76000.0,3
75,2,1,1,1,Jeyhoon,2250000000.0,75000.0,3
86,2,1,1,1,Komeil,1978000000.0,65933.33,3
95,2,1,1,1,Punak,4200000000.0,140000.0,3
88,2,1,1,1,Valiasr,2024000000.0,67466.67,3
93,2,1,1,1,Amir Bahador,2139000000.0,71300.0,3
70,2,1,1,1,Amirieh,1630000000.0,54333.33,3
140,3,1,1,1,Saadat Abad,9800000000.0,326666.67,3
81,2,1,1,1,Central Janatabad,4000000000.0,133333.33,3
109,2,1,1,1,Shahran,3500000000.0,116666.67,3
122,2,1,1,1,Aqdasieh,7000000000.0,233333.33,3
140,3,1,1,1,Dehkade Olampic,4400000000.0,146666.67,3
100,2,1,1,1,Kook,3580000000.0,119333.33,3
96,2,1,1,1,Azadshahr,3750000000.0,125000.0,3
79,2,1,1,1,East Ferdows Boulevard,2850000000.0,95000.0,3
125,3,1,1,1,Persian Gulf Martyrs Lake,3750000000.0,125000.0,3
75,2,1,1,1,Northern Janatabad,3050000000.0,101666.67,3
145,2,1,1,1,Azadshahr,4500000000.0,150000.0,3
102,2,1,1,0,Railway,4520000000.0,150666.67,2
115,2,1,1,1,Zibadasht,4350000000.0,145000.0,3
140,3,1,1,1,Persian Gulf Martyrs Lake,8500000000.0,283333.33,3
161,3,1,1,1,Persian Gulf Martyrs Lake,8350000000.0,278333.33,3
102,2,1,1,1,Persian Gulf Martyrs Lake,4500000000.0,150000.0,3
145,4,1,1,1,Persian Gulf Martyrs Lake,5100000000.0,170000.0,3
95,2,1,1,1,Shahr-e-Ziba,2970000000.0,99000.0,3
78,2,1,1,1,Parand,460000000.0,15333.33,3
90,2,1,1,1,East Ferdows Boulevard,3150000000.0,105000.0,3
85,2,1,1,1,Shahran,3200000000.0,106666.67,3
105,2,1,1,1,Dehkade Olampic,1035000000.0,34500.0,3
103,2,1,1,1,Northern Chitgar,1035000000.0,34500.0,3
155,3,1,1,1,Shahrake Gharb,10000000000.0,333333.33,3
101,2,1,1,1,Southern Chitgar,1035000000.0,34500.0,3
106,2,1,1,0,Islamshahr,1245000000.0,41500.0,2
100,2,1,1,1,Persian Gulf Martyrs Lake,1035000000.0,34500.0,3
77,2,1,1,1,Shahran,2650000000.0,88333.33,3
66,2,1,1,1,Central Janatabad,2700000000.0,90000.0,3
105,3,1,1,1,Shahr-e-Ziba,3600000000.0,120000.0,3
118,2,1,1,1,Shahran,3900000000.0,130000.0,3
151,3,1,1,1,Shahrake Qods,1510000000.0,50333.33,3
86,2,1,1,1,Pardis,500000000.0,16666.67,3
85,2,1,1,1,Pardis,600000000.0,20000.0,3
86,2,1,1,1,Pardis,750000000.0,25000.0,3
86,2,1,1,1,Pardis,600000000.0,20000.0,3
75,2,1,1,1,Central Janatabad,3300000000.0,110000.0,3
200,3,1,1,1,Farmanieh,20000000000.0,666666.67,3
98,2,1,1,1,Pardis,570000000.0,19000.0,3
90,2,1,1,1,Zaferanieh,6700000000.0,223333.33,3
70,2,1,1,1,Southern Janatabad,2950000000.0,98333.33,3
90,2,1,1,1,Amirabad,4590000000.0,153000.0,3
78,2,1,1,1,East Ferdows Boulevard,3300000000.0,110000.0,3
200,3,1,1,1,Niavaran,20000000000.0,666666.67,3
82,2,1,1,1,Dorous,4200000000.0,140000.0,3
115,3,1,1,1,Gheitarieh,7485000000.0,249500.0,3
125,2,1,1,1,Dezashib,11250000000.0,375000.0,3
107,2,1,1,1,Pasdaran,9200000000.0,306666.67,3
75,2,1,1,1,Pardis,60000000.0,2000.0,3
225,4,1,1,0,Andisheh,5500000000.0,183333.33,2
230,3,1,1,1,Heravi,13800000000.0,460000.0,3
147,3,1,1,1,Elahieh,11500000000.0,383333.33,3
97,2,1,1,1,Pardis,900000000.0,30000.0,3
145,3,1,1,1,Dezashib,12300000000.0,410000.0,3
117,2,1,1,1,Heravi,6100000000.0,203333.33,3
161,3,1,1,1,Dorous,13000000000.0,433333.33,3
230,3,1,1,1,Farmanieh,23000000000.0,766666.67,3
170,3,1,1,1,Heravi,7950000000.0,265000.0,3
115,3,1,1,1,Farmanieh,8100000000.0,270000.0,3
84,2,1,1,0,Parand,850000000.0,28333.33,2
64,2,1,1,0,Andisheh,960000000.0,32000.0,2
113,2,1,1,1,Punak,6500000000.0,216666.67,3
175,3,1,1,1,Heravi,9450000000.0,315000.0,3
111,2,1,1,1,Heravi,6050000000.0,201666.67,3
128,3,1,1,1,Heravi,6500000000.0,216666.67,3
200,4,1,1,1,Gheitarieh,14000000000.0,466666.67,3
131,2,1,1,1,Saadat Abad,7980000000.0,266000.0,3
105,3,1,1,1,Heravi,6000000000.0,200000.0,3
87,2,1,1,1,Pardis,650000000.0,21666.67,3
61,2,1,1,0,Salsabil,1100000000.0,36666.67,2
140,3,1,1,1,Ozgol,6300000000.0,210000.0,3
185,3,1,1,1,Zargandeh,9000000000.0,300000.0,3
122,2,1,1,1,Saadat Abad,7900000000.0,263333.33,3
69,2,1,1,1,Mirdamad,3795000000.0,126500.0,3
95,2,1,1,1,Punak,6700000000.0,223333.33,3
90,2,1,1,1,Abbasabad,4000000000.0,133333.33,3
400,3,1,1,0,Amirabad,2000000000.0,66666.67,2
81,2,1,1,0,Andisheh,1109700000.0,36990.0,2
94,2,1,1,1,Andisheh,1250000000.0,41666.67,3
134,2,1,1,1,Kahrizak,1608000000.0,53600.0,3
100,2,1,1,1,Qasr-od-Dasht,3250000000.0,108333.33,3
175,3,1,1,1,Shahrake Gharb,9300000000.0,310000.0,3
54,2,1,1,0,Shahran,1850000000.0,61666.67,2
96,2,1,1,1,Amirieh,2210000000.0,73666.67,3
90,2,1,1,1,Karoon,2400000000.0,80000.0,3
90,2,1,1,1,Shahran,3170000000.0,105666.67,3
90,2,1,1,1,Shahran,3200000000.0,106666.67,3
97,2,1,1,1,Punak,4700000000.0,156666.67,3
78,2,1,1,0,Punak,2730000000.0,91000.0,2
125,3,1,1,1,Shahran,5550000000.0,185000.0,3
97,2,1,1,1,Farmanieh,5950000000.0,198333.33,3
100,2,1,1,1,Farmanieh,6200000000.0,206666.67,3
63,2,1,1,1,Feiz Garden,2100000000.0,70000.0,3
80,2,1,1,1,Razi,1390000000.0,46333.33,3
88,2,1,1,1,Razi,1574000000.0,52466.67,3
94,2,1,1,1,Razi,1712000000.0,57066.67,3
109,3,1,1,1,Feiz Garden,4230000000.0,141000.0,3
78,2,1,1,1,Heravi,3300000000.0,110000.0,3
250,3,1,1,1,Niavaran,32500000000.0,1083333.33,3
140,3,1,1,1,Heravi,6800000000.0,226666.67,3
100,2,1,1,1,Pardis,500000000.0,16666.67,3
95,2,1,1,1,Shahr-e-Ziba,3150000000.0,105000.0,3
85,2,1,1,1,Parand,1150000000.0,38333.33,3
83,2,1,1,1,East Pars,2575000000.0,85833.33,3
100,2,1,1,1,Pasdaran,5500000000.0,183333.33,3
60,2,1,1,1,Pasdaran,3450000000.0,115000.0,3
82,2,1,1,1,Narmak,3050000000.0,101666.67,3
150,3,1,1,1,Beryanak,2800000000.0,93333.33,3
216,4,1,1,0,Andisheh,5700000000.0,190000.0,2
1000,2,1,1,0,Damavand,7000000000.0,233333.33,2
125,3,1,1,0,Parand,1300000000.0,43333.33,2
135,3,1,1,1,Qalandari,7500000000.0,250000.0,3
80,2,1,0,1,Qalandari,4700000000.0,156666.67,2
155,3,1,1,1,Gheitarieh,9800000000.0,326666.67,3
125,3,1,1,1,Punak,6300000000.0,210000.0,3
95,2,1,1,1,Qalandari,6250000000.0,208333.33,3
85,2,1,1,1,Qalandari,4500000000.0,150000.0,3
110,2,1,1,1,Qalandari,8100000000.0,270000.0,3
210,3,1,1,1,Gheitarieh,14000000000.0,466666.67,3
145,3,1,1,1,Gheitarieh,11600000000.0,386666.67,3
171,3,1,1,1,Jordan,8900000000.0,296666.67,3
140,3,1,1,1,Jordan,7700000000.0,256666.67,3
147,3,1,1,1,Jordan,8700000000.0,290000.0,3
83,2,1,1,1,Shahr-e-Ziba,2400000000.0,80000.0,3
105,2,1,1,1,Pardis,514000000.0,17133.33,3
62,2,1,1,1,Punak,2100000000.0,70000.0,3
75,2,1,1,0,West Ferdows Boulevard,1950000000.0,65000.0,2
95,2,1,1,1,West Ferdows Boulevard,4200000000.0,140000.0,3
89,2,1,1,1,Central Janatabad,3620000000.0,120666.67,3
202,3,1,1,1,Air force,7474000000.0,249133.33,3
145,3,1,1,1,Punak,7600000000.0,253333.33,3
115,3,1,1,1,Punak,5000000000.0,166666.67,3
130,3,1,1,1,Shahrake Gharb,8450000000.0,281666.67,3
94,2,1,1,1,Shahr-e-Ziba,3160000000.0,105333.33,3
87,2,1,1,1,Pardis,726000000.0,24200.0,3
95,2,1,1,1,Shahr-e-Ziba,2870000000.0,95666.67,3
80,2,1,1,1,Jeyhoon,2150000000.0,71666.67,3
145,3,1,1,1,Punak,4300000000.0,143333.33,3
155,3,1,1,1,Shahrake Gharb,9300000000.0,310000.0,3
88,2,1,1,1,Ekbatan,3940000000.0,131333.33,3
175,3,1,1,1,Gheitarieh,15225000000.0,507500.0,3
94,2,1,1,1,Shahran,4700000000.0,156666.67,3
89,2,1,1,1,Ekhtiarieh,3300000000.0,110000.0,3
62,2,1,1,0,Pasdaran,3400000000.0,113333.33,2
136,3,1,1,1,Punak,7550000000.0,251666.67,3
120,3,1,1,1,Southern Janatabad,5000000000.0,166666.67,3
137,3,1,1,1,Pakdasht,1750000000.0,58333.33,3
160,3,1,1,1,Shahrake Gharb,12500000000.0,416666.67,3
110,2,1,1,1,Saadat Abad,8800000000.0,293333.33,3
71,2,1,1,0,Andisheh,940000000.0,31333.33,2
155,3,1,1,1,Shahrake Gharb,10000000000.0,333333.33,3
80,2,1,1,0,Andisheh,1110000000.0,37000.0,2
84,3,1,1,1,Andisheh,1590000000.0,53000.0,3
77,2,1,1,1,Gheitarieh,5544000000.0,184800.0,3
74,2,1,1,1,Shahran,4100000000.0,136666.67,3
130,3,1,1,1,Shahr-e-Ziba,5400000000.0,180000.0,3
70,2,1,1,1,Southern Janatabad,2400000000.0,80000.0,3
83,2,1,0,1,Pasdaran,5000000000.0,166666.67,2
140,3,1,1,1,Southern Chitgar,1484000000.0,49466.67,3
235,3,1,1,1,Gheitarieh,25900000000.0,863333.33,3
102,2,1,1,1,Gheitarieh,8100000000.0,270000.0,3
138,3,1,1,1,Kahrizak,1242000000.0,41400.0,3
250,3,1,1,0,Niavaran,45000000000.0,1500000.0,2
68,2,1,1,0,Pirouzi,1550000000.0,51666.67,2
128,3,1,1,1,Marzdaran,5200000000.0,173333.33,3
85,2,1,1,1,Northern Janatabad,3200000000.0,106666.67,3
85,2,1,1,1,Islamshahr,565000000.0,18833.33,3
78,2,1,0,0,Islamshahr,550000000.0,18333.33,1
92,2,1,0,1,Pirouzi,2760000000.0,92000.0,2
95,2,1,1,1,Shahran,4650000000.0,155000.0,3
105,3,1,1,1,East Ferdows Boulevard,3900000000.0,130000.0,3
76,2,1,1,0,West Ferdows Boulevard,2400000000.0,80000.0,2
85,2,1,1,1,Yaftabad,1250000000.0,41666.67,3
161,3,1,1,1,Gheitarieh,15350000000.0,511666.67,3
85,2,1,1,1,Yaftabad,1250000000.0,41666.67,3
78,2,1,1,1,West Ferdows Boulevard,2650000000.0,88333.33,3
100,2,1,1,1,Shahr-e-Ziba,3800000000.0,126666.67,3
100,2,1,1,1,East Ferdows Boulevard,3500000000.0,116666.67,3
110,3,1,1,1,Jeyhoon,2330000000.0,77666.67,3
63,2,1,1,0,Andisheh,870000000.0,29000.0,2
100,2,1,1,1,Ostad Moein,3600000000.0,120000.0,3
115,2,1,1,1,East Ferdows Boulevard,4200000000.0,140000.0,3
75,2,1,1,1,East Ferdows Boulevard,2350000000.0,78333.33,3
75,2,1,1,0,West Ferdows Boulevard,2450000000.0,81666.67,2
115,2,1,1,1,Shahran,5000000000.0,166666.67,3
106,2,1,1,1,East Ferdows Boulevard,3500000000.0,116666.67,3
95,2,1,1,1,Central Janatabad,3700000000.0,123333.33,3
60,2,1,1,0,Central Janatabad,2100000000.0,70000.0,2
92,2,1,1,0,Mehran,2500000000.0,83333.33,2
72,2,1,1,0,West Ferdows Boulevard,2300000000.0,76666.67,2
71,2,1,1,0,East Ferdows Boulevard,2280000000.0,76000.0,2
123,2,1,1,1,Northren Jamalzadeh,3600000000.0,120000.0,3
85,2,1,1,1,Shahr-e-Ziba,2350000000.0,78333.33,3
85,2,1,1,1,West Ferdows Boulevard,3450000000.0,115000.0,3
72,2,1,1,1,West Ferdows Boulevard,2500000000.0,83333.33,3
115,2,1,1,1,East Ferdows Boulevard,5200000000.0,173333.33,3
100,2,1,1,1,West Ferdows Boulevard,3450000000.0,115000.0,3
116,2,1,1,1,Persian Gulf Martyrs Lake,4170000000.0,139000.0,3
105,2,1,1,1,Persian Gulf Martyrs Lake,3250000000.0,108333.33,3
76,2,1,1,1,East Ferdows Boulevard,2250000000.0,75000.0,3
111,3,1,1,1,Persian Gulf Martyrs Lake,3500000000.0,116666.67,3
77,2,1,1,1,Golestan,2150000000.0,71666.67,3
94,2,1,1,0,Southern Program Organization,3200000000.0,106666.67,2
108,2,1,1,1,Golestan,3300000000.0,110000.0,3
84,2,1,1,1,North Program Organization,3250000000.0,108333.33,3
60,2,1,1,1,Azarbaijan,1950000000.0,65000.0,3
73,2,1,1,1,Pirouzi,2555000000.0,85166.67,3
150,3,1,1,1,Pirouzi,5100000000.0,170000.0,3
114,2,1,1,1,Pirouzi,3762000000.0,125400.0,3
66,2,1,1,1,Ostad Moein,1585000000.0,52833.33,3
125,3,1,1,1,Pirouzi,4000000000.0,133333.33,3
145,3,1,1,1,Gheitarieh,13625000000.0,454166.67,3
197,3,1,1,1,Dezashib,18715000000.0,623833.33,3
105,2,1,1,1,Koohsar,4000000000.0,133333.33,3
135,3,1,1,1,Tenant,4050000000.0,135000.0,3
137,3,1,1,1,Shams Abad,4660000000.0,155333.33,3
90,2,1,1,0,Central Janatabad,3200000000.0,106666.67,2
125,2,1,1,1,Southern Janatabad,6625000000.0,220833.33,3
175,3,1,1,1,Gheitarieh,15500000000.0,516666.67,3
110,3,1,1,1,Persian Gulf Martyrs Lake,3100000000.0,103333.33,3
110,3,1,1,1,Persian Gulf Martyrs Lake,3100000000.0,103333.33,3
112,2,1,0,1,Persian Gulf Martyrs Lake,3300000000.0,110000.0,2
65,2,1,1,1,Shahran,2150000000.0,71666.67,3
105,2,1,1,1,Persian Gulf Martyrs Lake,2800000000.0,93333.33,3
108,2,1,1,1,Golestan,1900000000.0,63333.33,3
78,2,1,1,1,Southern Janatabad,2920000000.0,97333.33,3
85,2,1,1,1,Parand,520000000.0,17333.33,3
105,2,1,1,1,Pardis,535000000.0,17833.33,3
145,3,1,1,1,Saadat Abad,11000000000.0,366666.67,3
145,3,1,1,1,Punak,8990000000.0,299666.67,3
140,3,1,1,1,Punak,6200000000.0,206666.67,3
66,2,1,1,1,Ostad Moein,1580000000.0,52666.67,3
121,3,1,1,1,Persian Gulf Martyrs Lake,3650000000.0,121666.67,3
105,2,1,1,1,Persian Gulf Martyrs Lake,3250000000.0,108333.33,3
98,2,1,1,1,Central Janatabad,4480000000.0,149333.33,3
108,2,1,1,1,Persian Gulf Martyrs Lake,3350000000.0,111666.67,3
95,2,1,1,1,Ostad Moein,2600000000.0,86666.67,3
90,2,1,1,1,Persian Gulf Martyrs Lake,2500000000.0,83333.33,3
93,2,1,1,1,Fallah,1510000000.0,50333.33,3
148,3,1,1,1,Persian Gulf Martyrs Lake,5750000000.0,191666.67,3
114,2,1,1,1,Persian Gulf Martyrs Lake,3600000000.0,120000.0,3
107,2,1,1,1,Persian Gulf Martyrs Lake,3500000000.0,116666.67,3
113,2,1,1,1,Persian Gulf Martyrs Lake,3270000000.0,109000.0,3
115,2,1,1,1,Gheitarieh,7400000000.0,246666.67,3
115,2,1,1,1,Persian Gulf Martyrs Lake,3600000000.0,120000.0,3
120,2,1,1,1,Gholhak,8400000000.0,280000.0,3
76,2,1,1,1,Central Janatabad,2700000000.0,90000.0,3
106,2,1,1,1,North Program Organization,4520000000.0,150666.67,3
105,2,1,1,1,Gheitarieh,6900000000.0,230000.0,3
68,2,1,1,1,Ostad Moein,1970000000.0,65666.67,3
70,2,1,1,1,Punak,2580000000.0,86000.0,3
165,3,1,1,1,Ostad Moein,5250000000.0,175000.0,3
365,4,1,1,1,Dorous,47450000000.0,1581666.67,3
175,3,1,1,1,Pasdaran,15500000000.0,516666.67,3
70,2,1,1,1,Saadat Abad,4800000000.0,160000.0,3
165,3,1,1,1,Marzdaran,10230000000.0,341000.0,3
115,2,1,1,1,Central Janatabad,5080000000.0,169333.33,3
93,2,1,0,1,Shahr-e-Ziba,2900000000.0,96666.67,2
181,3,1,1,1,Marzdaran,13000000000.0,433333.33,3
175,3,1,1,1,Marzdaran,11375000000.0,379166.67,3
146,3,1,1,1,Marzdaran,8500000000.0,283333.33,3
135,3,1,1,1,Marzdaran,6200000000.0,206666.67,3
110,2,1,1,1,Pardis,535000000.0,17833.33,3
108,2,1,1,1,Mahallati,7000000000.0,233333.33,3
121,3,1,1,1,Pardis,610000000.0,20333.33,3
220,3,1,1,1,Elahieh,35200000000.0,1173333.33,3
240,4,1,1,1,Elahieh,38500000000.0,1283333.33,3
90,2,1,1,1,Shahrakeh Naft,5500000000.0,183333.33,3
117,2,1,1,1,Niavaran,12500000000.0,416666.67,3
142,3,1,1,1,Punak,7550000000.0,251666.67,3
85,2,1,1,1,Shahran,3300000000.0,110000.0,3
162,3,1,1,1,Niavaran,16300000000.0,543333.33,3
100,2,1,1,1,Ajudaniye,6500000000.0,216666.67,3
165,3,1,1,1,Shahrake Gharb,12400000000.0,413333.33,3
150,3,1,1,1,Niavaran,15000000000.0,500000.0,3
83,2,1,1,1,Qazvin Imamzadeh Hassan,1450000000.0,48333.33,3
200,3,1,0,1,West Pars,10000000000.0,333333.33,2
95,2,1,1,1,Abazar,6700000000.0,223333.33,3
82,2,1,1,1,Persian Gulf Martyrs Lake,2350000000.0,78333.33,3
112,3,1,1,1,Shahran,5600000000.0,186666.67,3
96,2,1,1,1,Northern Janatabad,3900000000.0,130000.0,3
86,3,1,1,1,Parand,425000000.0,14166.67,3
105,2,1,1,1,Pardis,940000000.0,31333.33,3
115,2,1,1,1,Ostad Moein,3280000000.0,109333.33,3
87,2,1,1,1,Shahr-e-Ziba,3000000000.0,100000.0,3
165,3,1,1,1,Farmanieh,11500000000.0,383333.33,3
135,3,1,1,1,Marzdaran,7425000000.0,247500.0,3
110,2,1,1,1,Feiz Garden,3670000000.0,122333.33,3
80,2,1,1,1,Southern Janatabad,3500000000.0,116666.67,3
66,2,1,1,1,Southern Janatabad,1800000000.0,60000.0,3
88,2,1,1,1,Qazvin Imamzadeh Hassan,1550000000.0,51666.67,3
130,3,1,1,1,Feiz Garden,5600000000.0,186666.67,3
87,2,1,1,1,North Program Organization,3000000000.0,100000.0,3
86,2,1,1,1,Southern Janatabad,4500000000.0,150000.0,3
125,3,1,1,1,Punak,6300000000.0,210000.0,3
87,2,1,1,1,Pardis,725000000.0,24166.67,3
70,2,1,1,1,Southern Janatabad,2000000000.0,66666.67,3
65,2,1,1,1,Southern Janatabad,2700000000.0,90000.0,3
64,2,1,1,1,Southern Janatabad,2100000000.0,70000.0,3
62,2,1,1,1,Southern Janatabad,2200000000.0,73333.33,3
70,2,1,1,1,Southern Janatabad,2500000000.0,83333.33,3
140,3,1,1,1,Gheitarieh,8000000000.0,266666.67,3
125,3,1,1,1,Gheitarieh,7100000000.0,236666.67,3
68,2,1,1,1,Southern Janatabad,2100000000.0,70000.0,3
67,2,1,0,0,West Ferdows Boulevard,2200000000.0,73333.33,1
64,2,1,1,1,Southern Janatabad,2050000000.0,68333.33,3
64,2,1,1,0,Jeyhoon,1500000000.0,50000.0,2
95,2,1,1,0,Northern Janatabad,3900000000.0,130000.0,2
97,2,1,1,1,Pardis,770000000.0,25666.67,3
136,3,1,1,1,Persian Gulf Martyrs Lake,4300000000.0,143333.33,3
85,2,1,1,1,Qazvin Imamzadeh Hassan,1507000000.0,50233.33,3
105,2,1,1,1,Pardis,950000000.0,31666.67,3
121,3,1,1,1,Pardis,610000000.0,20333.33,3
95,2,1,1,1,West Ferdows Boulevard,3300000000.0,110000.0,3
65,2,1,1,1,West Ferdows Boulevard,2380000000.0,79333.33,3
128,3,1,1,1,Kook,3950000000.0,131666.67,3
93,2,1,1,1,Gheitarieh,6000000000.0,200000.0,3
75,2,1,1,1,Qazvin Imamzadeh Hassan,1275000000.0,42500.0,3
133,4,1,1,0,Jeyhoon,4700000000.0,156666.67,2
100,2,1,1,1,Northern Janatabad,4450000000.0,148333.33,3
140,3,1,1,1,Persian Gulf Martyrs Lake,4800000000.0,160000.0,3
92,2,1,1,1,Central Janatabad,3570000000.0,119000.0,3
120,2,1,1,0,Amirabad,4500000000.0,150000.0,2
130,2,1,1,0,Gheitarieh,6890000000.0,229666.67,2
72,2,1,1,1,Qazvin Imamzadeh Hassan,1206000000.0,40200.0,3
190,3,1,1,1,Dorous,12000000000.0,400000.0,3
125,2,1,1,1,Shahrake Gharb,9750000000.0,325000.0,3
90,2,1,1,1,North Program Organization,3420000000.0,114000.0,3
105,2,1,1,1,Shahr-e-Ziba,4100000000.0,136666.67,3
90,2,1,1,1,Shahran,2850000000.0,95000.0,3
102,2,1,1,1,Southern Janatabad,5600000000.0,186666.67,3
66,2,1,1,0,Punak,2250000000.0,75000.0,2
125,3,1,1,1,Yousef Abad,8750000000.0,291666.67,3
132,3,1,1,1,Parand,2050000000.0,68333.33,3
103,2,1,1,1,Central Janatabad,4300000000.0,143333.33,3
130,2,1,1,1,Shahran,4180000000.0,139333.33,3
160,3,1,1,1,Amirabad,8320000000.0,277333.33,3
110,2,1,1,1,Shahran,3410000000.0,113666.67,3
75,2,1,1,1,Shahran,1980000000.0,66000.0,3
75,2,1,1,1,Shahran,2400000000.0,80000.0,3
85,2,1,1,1,Northern Suhrawardi,4500000000.0,150000.0,3
225,3,1,1,1,Heravi,15750000000.0,525000.0,3
130,3,1,1,1,Saadat Abad,8500000000.0,283333.33,3
73,2,1,1,1,Qazvin Imamzadeh Hassan,1679000000.0,55966.67,3
95,2,1,1,1,Saadat Abad,5500000000.0,183333.33,3
250,4,1,1,0,Shahrake Gharb,35000000000.0,1166666.67,2
65,2,1,1,1,Salsabil,1750000000.0,58333.33,3
