Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(usd)
57,1,1,1,0,Valiasr,750000000.0,25000.0
60,2,0,1,0,Jeyhoon,650000000.0,21666.67
68,2,1,1,1,West Ferdows Boulevard,2300000000.0,76666.67
68,2,1,1,0,West Ferdows Boulevard,2300000000.0,76666.67
43,1,1,1,0,Narmak,1330000000.0,44333.33
55,1,1,1,1,West Ferdows Boulevard,1900000000.0,63333.33
58,1,0,0,0,Parand,315000000.0,10500.0
62,1,1,0,1,Ostad Moein,1440000000.0,48000.0
65,2,1,1,0,West Ferdows Boulevard,2200000000.0,73333.33
60,1,1,1,1,Salsabil,1530000000.0,51000.0
35,1,0,1,0,Salsabil,660000000.0,22000.0
54,1,0,1,0,Azarbaijan,1100000000.0,36666.67
54,1,0,1,0,Salsabil,901000000.0,30033.33
61,1,0,1,0,Qasr-od-Dasht,838000000.0,27933.33
49,1,0,1,0,Hashemi,1078000000.0,35933.33
55,2,1,1,1,Salsabil,1349550000.0,44985.0
41,1,0,1,0,Hashemi,840000000.0,28000.0
64,2,1,1,0,Salsabil,1100000000.0,36666.67
32,1,0,1,0,Hashemi,610000000.0,20333.33
52,1,0,1,0,Hashemi,960000000.0,32000.0
50,1,0,1,0,Salsabil,640000000.0,21333.33
32,1,0,1,1,Eskandari,940000000.0,31333.33
40,1,1,1,1,Azarbaijan,1150000000.0,38333.33
50,1,1,1,0,Andisheh,755000000.0,25166.67
45,1,0,1,0,Jeyhoon,745000000.0,24833.33
65,2,1,1,0,Qasr-od-Dasht,1280000000.0,42666.67
51,1,1,1,1,Salsabil,1150000000.0,38333.33
55,2,1,1,1,Azarbaijan,1000000000.0,33333.33
38,1,1,1,1,Karoon,1140000000.0,38000.0
58,1,1,1,0,Central Janatabad,2000000000.0,66666.67
67,2,0,1,1,Jeyhoon,1200000000.0,40000.0
57,1,1,1,0,Salsabil,870000000.0,29000.0
53,2,1,1,0,Jeyhoon,1100000000.0,36666.67
62,2,0,0,1,Parand,350000000.0,11666.67
60,1,0,1,0,Salsabil,1130000000.0,37666.67
52,1,1,1,0,Salsabil,1100000000.0,36666.67
52,1,0,1,0,Jeyhoon,1150100000.0,38336.67
45,1,0,1,1,Karoon,965000000.0,32166.67
60,1,1,1,1,Ekhtiarieh,3000000000.0,100000.0
65,2,1,1,0,Karoon,1430000000.0,47666.67
51,1,0,1,0,Salsabil,870000000.0,29000.0
65,1,1,1,1,East Ferdows Boulevard,2170000000.0,72333.33
60,1,1,1,1,Northern Chitgar,1200000000.0,40000.0
55,1,0,1,0,Pirouzi,1600000000.0,53333.33
43,1,0,1,1,Si Metri Ji,750000000.0,25000.0
62,1,0,1,0,Islamshahr,580000000.0,19333.33
64,2,1,1,1,Ostad Moein,1790000000.0,59666.67
66,1,0,0,0,Shahedshahr,297000000.0,9900.0
63,2,1,1,1,Ostad Moein,1670000000.0,55666.67
59,2,1,1,1,Shahr-e-Ziba,1600000000.0,53333.33
66,2,1,1,0,Southern Program Organization,2000000000.0,66666.67
55,1,0,0,1,Northren Jamalzadeh,1540000000.0,51333.33
63,2,0,1,0,Andisheh,410000000.0,13666.67
50,1,0,0,0,Shahrake Qods,380000000.0,12666.67
66,2,1,1,1,Punak,2950000000.0,98333.33
62,1,0,0,0,Qasr-od-Dasht,1860000000.0,62000.0
55,1,0,1,0,West Ferdows Boulevard,1550000000.0,51666.67
58,1,1,1,1,West Ferdows Boulevard,2050000000.0,68333.33
42,1,1,0,1,Shahran,1750000000.0,58333.33
66,2,1,1,0,Narmak,2200000000.0,73333.33
65,1,1,1,1,Southern Program Organization,2450000000.0,81666.67
39,1,0,0,0,Salsabil,760000000.0,25333.33
60,2,0,1,1,Qasr-od-Dasht,1850000000.0,61666.67
57,2,1,1,1,Salsabil,1600000000.0,53333.33
39,1,0,1,0,Salsabil,800000000.0,26666.67
47,1,0,1,0,Qasr-od-Dasht,870000000.0,29000.0
60,1,0,1,1,Southern Suhrawardi,2210000000.0,73666.67
63,2,1,1,0,Azarbaijan,1390000000.0,46333.33
50,1,1,1,0,Tehransar,1250000000.0,41666.67
51,1,0,1,1,Kahrizak,610000000.0,20333.33
55,1,0,1,1,Kahrizak,660000000.0,22000.0
50,1,1,1,1,Mirdamad,3250000000.0,108333.33
62,1,1,0,1,Tehransar,1530000000.0,51000.0
50,1,1,0,0,Parand,375000000.0,12500.0
50,1,0,1,0,Abuzar,850000000.0,28333.33
47,1,1,1,0,Dolatabad,695000000.0,23166.67
58,1,0,1,0,Shahrake Qods,400000000.0,13333.33
55,2,1,1,0,Shahran,1870000000.0,62333.33
60,1,0,0,0,Shahrake Qods,430000000.0,14333.33
57,1,0,0,1,Niavaran,3600000000.0,120000.0
63,1,1,1,0,Jeyhoon,1200000000.0,40000.0
42,1,1,0,0,Nezamabad,835000000.0,27833.33
52,1,0,0,0,Damavand,375000000.0,12500.0
49,1,0,0,0,Abuzar,1020000000.0,34000.0
47,1,0,0,0,Islamshahr,295000000.0,9833.33
60,1,1,1,0,Parand,660000000.0,22000.0
58,1,0,0,1,Parand,320000000.0,10666.67
58,1,0,0,1,Parand,320000000.0,10666.67
68,2,0,1,1,Parand,310000000.0,10333.33
60,1,0,1,1,Islamshahr,660000000.0,22000.0
65,2,0,1,1,Islamshahr,780000000.0,26000.0
52,1,1,1,0,Andisheh,670000000.0,22333.33
62,2,1,1,1,Punak,1750000000.0,58333.33
58,1,0,0,0,Parand,255000000.0,8500.0
58,5,0,0,1,Parand,295000000.0,9833.33
45,1,0,1,1,Pirouzi,1250000000.0,41666.67
58,1,1,1,1,Parand,275000000.0,9166.67
59,1,1,1,1,Narmak,2100000000.0,70000.0
41,1,1,1,0,Si Metri Ji,780000000.0,26000.0
66,1,0,1,0,Shahran,1850000000.0,61666.67
59,2,0,1,0,Karoon,1070000000.0,35666.67
58,2,0,1,1,Qasr-od-Dasht,1270000000.0,42333.33
46,1,0,1,0,Jeyhoon,1013000000.0,33766.67
67,1,1,1,1,Shams Abad,2600000000.0,86666.67
57,2,0,0,0,Salsabil,1090000000.0,36333.33
50,1,0,0,0,Karoon,1000000000.0,33333.33
62,1,0,0,0,Karoon,1020000000.0,34000.0
53,1,0,0,0,Jeyhoon,900000000.0,30000.0
55,1,1,1,0,Robat Karim,305000000.0,10166.67
58,1,0,0,1,Parand,305000000.0,10166.67
64,1,1,1,1,Robat Karim,350000000.0,11666.67
63,1,1,0,1,Pirouzi,2153000000.0,71766.67
50,0,1,1,1,Northern Chitgar,345000000.0,11500.0
57,1,1,1,1,Pasdaran,3700000000.0,123333.33
66,2,0,0,0,Feiz Garden,1750000000.0,58333.33
45,1,1,0,1,Ray - Pilgosh,990000000.0,33000.0
61,1,0,0,0,Feiz Garden,1800000000.0,60000.0
62,1,0,0,0,Damavand,710000000.0,23666.67
40,1,1,1,0,Andisheh,260000000.0,8666.67
37,1,1,1,0,Andisheh,345000000.0,11500.0
60,1,1,1,0,Shahryar,600000000.0,20000.0
60,1,1,1,1,Northern Chitgar,875000000.0,29166.67
51,1,1,1,0,Andisheh,670000000.0,22333.33
65,1,1,1,1,Golestan,360000000.0,12000.0
60,1,1,1,1,Parand,390000000.0,13000.0
48,1,0,1,0,Shahedshahr,210000000.0,7000.0
65,2,1,1,1,Abazar,2500000000.0,83333.33
57,1,0,0,1,Pakdasht,450000000.0,15000.0
68,1,0,0,0,Islamshahr,815000000.0,27166.67
58,1,0,0,0,Parand,255000000.0,8500.0
60,1,1,1,1,Qasr-od-Dasht,1985000000.0,66166.67
63,1,1,1,1,Ray,1134000000.0,37800.0
56,1,0,0,0,Republic,1900000000.0,63333.33
60,1,0,1,0,Golestan,420000000.0,14000.0
50,2,1,1,1,Persian Gulf Martyrs Lake,330000000.0,11000.0
65,4,1,1,0,Yousef Abad,8500000000.0,283333.33
40,1,1,0,1,Northren Jamalzadeh,1500000000.0,50000.0
61,1,0,1,0,Shahr-e-Ziba,1490000000.0,49666.67
58,1,0,0,1,Parand,295000000.0,9833.33
58,2,1,1,0,Andisheh,754000000.0,25133.33
60,2,1,1,0,Central Janatabad,2100000000.0,70000.0
54,1,0,0,0,Parand,260000000.0,8666.67
50,1,0,0,0,Malard,250000000.0,8333.33
38,1,1,1,0,Fallah,650000000.0,21666.67
57,1,1,1,1,Ostad Moein,1600000000.0,53333.33
45,1,0,1,1,Si Metri Ji,890000000.0,29666.67
65,1,0,0,1,Saadat Abad,3490000000.0,116333.33
63,2,1,1,1,Northren Jamalzadeh,2600000000.0,86666.67
45,1,0,1,0,Karoon,890000000.0,29666.67
40,1,0,1,0,Azarbaijan,1000000000.0,33333.33
65,2,1,1,0,Afsarieh,1330000000.0,44333.33
55,1,0,1,0,West Ferdows Boulevard,1580000000.0,52666.67
63,1,1,1,1,Ostad Moein,1380000000.0,46000.0
37,1,0,1,0,Hashemi,570000000.0,19000.0
68,1,1,1,1,Persian Gulf Martyrs Lake,2100000000.0,70000.0
60,1,1,1,0,Punak,2000000000.0,66666.67
50,2,0,1,0,Jeyhoon,730000000.0,24333.33
60,1,0,1,0,Beryanak,830000000.0,27666.67
37,1,0,0,0,Ostad Moein,620000000.0,20666.67
33,1,0,1,0,Beryanak,560000000.0,18666.67
59,1,0,1,0,Beryanak,880000000.0,29333.33
65,2,0,1,1,Ostad Moein,1550000000.0,51666.67
52,1,0,1,0,Pirouzi,1250000000.0,41666.67
50,1,0,1,0,Ostad Moein,850000000.0,28333.33
50,1,0,0,0,Jeyhoon,715000000.0,23833.33
55,1,1,1,1,Komeil,1100000000.0,36666.67
46,1,0,0,0,Komeil,700000000.0,23333.33
55,2,0,1,1,Beryanak,1020000000.0,34000.0
68,2,1,1,1,Ostad Moein,1970000000.0,65666.67
40,1,0,1,0,Tenant,1050000000.0,35000.0
63,1,0,0,1,Tenant,1350000000.0,45000.0
42,1,1,1,1,Jeyhoon,900000000.0,30000.0
39,1,1,1,0,Andisheh,550000000.0,18333.33
55,2,1,1,1,Andisheh,450000000.0,15000.0
50,1,0,0,1,Tenant,1250000000.0,41666.67
53,1,0,1,0,Tenant,1113000000.0,37100.0
60,1,1,1,1,Punak,2750000000.0,91666.67
63,2,1,0,1,Tenant,1890000000.0,63000.0
43,1,1,1,1,Tenant,1200000000.0,40000.0
50,1,0,0,1,Tenant,1200000000.0,40000.0
60,1,0,1,0,Tenant,1120000000.0,37333.33
55,1,0,0,0,Tenant,1420000000.0,47333.33
55,1,1,1,1,Andisheh,450000000.0,15000.0
55,1,0,1,0,Tenant,1155000000.0,38500.0
60,1,1,1,0,Tenant,1400000000.0,46666.67
65,2,1,1,0,Andisheh,600000000.0,20000.0
48,1,1,1,0,Jeyhoon,995000000.0,33166.67
67,2,1,1,1,Hakimiyeh,2170000000.0,72333.33
53,2,0,0,0,Tenant,1100000000.0,36666.67
53,1,1,1,1,Jeyhoon,1500000000.0,50000.0
47,1,0,1,0,Karoon,800000000.0,26666.67
44,1,1,1,0,Jeyhoon,1040000000.0,34666.67
37,1,0,1,0,Azarbaijan,950000000.0,31666.67
51,1,1,1,0,Hor Square,858500000.0,28616.67
63,1,1,1,1,Ostad Moein,1280000000.0,42666.67
48,1,0,0,1,Fallah,710000000.0,23666.67
62,1,1,1,1,Fallah,806000000.0,26866.67
48,1,0,0,1,Fallah,740000000.0,24666.67
57,1,1,1,1,Ostad Moein,1600000000.0,53333.33
55,3,1,1,1,Hashemi,1650000000.0,55000.0
48,1,1,1,1,Ostad Moein,1350000000.0,45000.0
49,1,1,1,1,Si Metri Ji,900000000.0,30000.0
60,2,0,1,1,East Pars,1380000000.0,46000.0
60,1,1,1,1,Railway,870000000.0,29000.0
56,2,1,1,1,East Pars,1550000000.0,51666.67
65,2,1,1,1,Central Janatabad,2620000000.0,87333.33
68,2,0,1,1,Ostad Moein,1320000000.0,44000.0
68,2,1,1,1,Ostad Moein,1970000000.0,65666.67
44,1,1,1,0,Jeyhoon,1050000000.0,35000.0
68,2,1,1,1,Ostad Moein,1970000000.0,65666.67
66,1,0,1,0,Andisheh,750000000.0,25000.0
68,2,1,1,1,West Ferdows Boulevard,2930000000.0,97666.67
60,2,1,1,1,West Ferdows Boulevard,2550000000.0,85000.0
62,2,1,1,0,Punak,2250000000.0,75000.0
57,1,1,1,1,Ostad Moein,1600000000.0,53333.33
59,1,1,1,0,West Ferdows Boulevard,1950000000.0,65000.0
55,1,1,1,1,East Pars,1450000000.0,48333.33
62,2,1,1,0,Shahran,2100000000.0,70000.0
66,1,1,1,0,Shahrake Quds,520000000.0,17333.33
38,1,0,1,0,Andisheh,320000000.0,10666.67
45,1,0,0,0,Karoon,680000000.0,22666.67
65,1,1,1,1,Hassan Abad,510000000.0,17000.0
40,1,1,1,1,East Pars,1145000000.0,38166.67
50,1,1,1,1,West Ferdows Boulevard,2200000000.0,73333.33
45,1,0,1,0,Islamshahr,218000000.0,7266.67
68,1,1,1,1,Shahrake Gharb,5000000000.0,166666.67
50,1,0,1,0,Islamshahr,240000000.0,8000.0
55,1,0,1,0,Islamshahr,330000000.0,11000.0
58,1,0,0,0,Parand,235000000.0,7833.33
43,1,0,1,0,Nawab,700000000.0,23333.33
58,1,0,0,0,Parand,255000000.0,8500.0
65,1,0,1,0,Pakdasht,320000000.0,10666.67
58,1,1,1,0,Chidz,3000000000.0,100000.0
50,1,0,1,0,Northern Janatabad,1745000000.0,58166.67
67,2,1,1,1,Central Janatabad,3150000000.0,105000.0
55,1,1,1,0,Salsabil,1050000000.0,35000.0
42,1,1,1,1,Jeyhoon,930000000.0,31000.0
62,2,1,1,0,Punak,2100000000.0,70000.0
41,1,0,0,1,Si Metri Ji,790000000.0,26333.33
57,1,1,1,1,Si Metri Ji,990000000.0,33000.0
50,1,1,1,1,Hashemi,1500000000.0,50000.0
54,1,1,1,1,Punak,2820000000.0,94000.0
59,1,1,1,1,Qasr-od-Dasht,1150000000.0,38333.33
60,2,1,1,0,Karoon,1450000000.0,48333.33
60,1,0,1,0,Azarbaijan,740000000.0,24666.67
52,1,1,1,1,Niavaran,4600000000.0,153333.33
65,1,1,1,1,Hashemi,1530000000.0,51000.0
60,1,1,1,0,Northern Janatabad,2280000000.0,76000.0
65,2,1,1,1,Shahran,2400000000.0,80000.0
66,2,1,1,1,Central Janatabad,2620000000.0,87333.33
60,1,1,1,0,Punak,2700000000.0,90000.0
46,1,1,1,0,Shahran,1650000000.0,55000.0
60,1,0,1,0,Keshavarz Boulevard,1900000000.0,63333.33
63,1,1,1,1,Sadeghieh,1620000000.0,54000.0
58,1,1,1,1,Jeyhoon,1300000000.0,43333.33
68,2,0,1,0,Pakdasht,510000000.0,17000.0
55,1,0,1,1,Tenant,1400000000.0,46666.67
48,1,1,0,0,Fallah,800000000.0,26666.67
44,1,0,0,0,Northern Janatabad,1650000000.0,55000.0
58,1,1,1,1,Southern Program Organization,2500000000.0,83333.33
64,2,1,1,1,Punak,2240000000.0,74666.67
56,3,0,1,0,Atabak,900000000.0,30000.0
57,1,0,1,0,Amir Bahador,9800000000.0,326666.67
68,2,1,1,1,Southern Janatabad,2200000000.0,73333.33
55,1,1,1,1,West Ferdows Boulevard,2250000000.0,75000.0
43,1,0,1,1,Jeyhoon,900000000.0,30000.0
41,2,0,0,0,Salsabil,790000000.0,26333.33
56,2,1,1,0,Andisheh,515000000.0,17166.67
50,1,0,0,0,Azarbaijan,1200000000.0,40000.0
40,1,1,1,0,Jeyhoon,830000000.0,27666.67
46,1,0,1,1,Jeyhoon,940000000.0,31333.33
62,1,1,1,0,Narmak,2100000000.0,70000.0
50,1,0,1,0,Khavaran,710000000.0,23666.67
66,1,0,1,0,Qarchak,600000000.0,20000.0
58,1,1,1,1,East Ferdows Boulevard,2200000000.0,73333.33
35,1,1,1,0,Qasr-od-Dasht,990000000.0,33000.0
55,1,1,1,0,Southern Program Organization,2050000000.0,68333.33
40,1,0,1,1,Komeil,810000000.0,27000.0
68,2,0,1,0,Ostad Moein,1500000000.0,50000.0
44,1,1,1,1,Khavaran,649000000.0,21633.33
68,2,0,0,1,Ostad Moein,1320000000.0,44000.0
64,2,0,1,0,Shahran,1900000000.0,63333.33
51,1,0,1,0,Salsabil,850000000.0,28333.33
43,1,0,1,1,Beryanak,725000000.0,24166.67
65,1,1,1,1,Punak,2340000000.0,78000.0
68,1,0,0,0,Heravi,4115000000.0,137166.67
65,2,1,0,1,Air force,1750000000.0,58333.33
59,1,1,1,1,West Ferdows Boulevard,2000000000.0,66666.67
58,1,1,1,1,Punak,2350000000.0,78333.33
56,1,0,1,0,Khavaran,668000000.0,22266.67
50,2,0,1,0,Komeil,730000000.0,24333.33
47,1,0,1,0,Qasr-od-Dasht,800000000.0,26666.67
40,1,0,1,0,Salsabil,750000000.0,25000.0
65,1,1,1,1,Saadat Abad,3490000000.0,116333.33
50,1,1,1,0,Si Metri Ji,810000000.0,27000.0
42,1,0,1,0,Shoosh,920000000.0,30666.67
60,1,0,0,0,Shahr-e-Ziba,18000000000.0,600000.0
45,1,0,1,0,Jeyhoon,800000000.0,26666.67
55,1,0,1,0,Salsabil,1100000000.0,36666.67
63,1,1,1,1,Ostad Moein,1380000000.0,46000.0
61,1,0,0,1,Ostad Moein,1180000000.0,39333.33
60,2,1,1,0,Azarbaijan,1620000000.0,54000.0
62,1,1,1,1,Komeil,1670000000.0,55666.67
62,1,1,1,1,Northern Chitgar,875000000.0,29166.67
42,1,1,0,1,Shahran,1760000000.0,58666.67
63,2,0,1,1,Taslihat,1800000000.0,60000.0
63,1,1,0,1,Thirteen November,800000000.0,26666.67
55,1,1,1,1,West Ferdows Boulevard,2150000000.0,71666.67
56,1,1,1,1,Shahran,1890000000.0,63000.0
48,1,0,0,0,Hashemi,950000000.0,31666.67
39,1,1,0,1,Ostad Moein,1170000000.0,39000.0
67,1,1,1,0,Punak,2150000000.0,71666.67
62,2,1,1,1,Punak,2200000000.0,73333.33
65,1,1,1,1,Shahran,1880000000.0,62666.67
62,2,0,1,0,Punak,2300000000.0,76666.67
68,2,0,1,1,Punak,2050000000.0,68333.33
63,2,1,1,0,Punak,1880000000.0,62666.67
58,1,1,1,1,Pirouzi,500000000.0,16666.67
67,1,1,1,1,Jordan,6700000000.0,223333.33
55,1,1,1,1,Punak,2750000000.0,91666.67
30,0,0,1,0,Ostad Moein,500000000.0,16666.67
64,1,1,1,0,Alborz Complex,645000000.0,21500.0
62,2,0,1,0,Punak,2300000000.0,76666.67
53,1,0,1,1,Narmak,2300000000.0,76666.67
68,2,1,1,1,Ostad Moein,1680000000.0,56000.0
62,1,0,1,0,Beryanak,682000000.0,22733.33
40,2,0,0,0,Salsabil,830000000.0,27666.67
57,1,1,0,1,Karoon,1700000000.0,56666.67
40,1,0,1,0,Qasr-od-Dasht,790000000.0,26333.33
35,1,1,1,0,Salsabil,780000000.0,26000.0
48,1,0,0,1,Eskandari,1280000000.0,42666.67
45,1,0,1,0,Karoon,880000000.0,29333.33
50,1,1,1,0,Azarbaijan,1250000000.0,41666.67
61,1,1,1,1,Central Janatabad,2000000000.0,66666.67
47,1,1,1,0,Salsabil,1050000000.0,35000.0
65,2,0,1,0,Feiz Garden,1900000000.0,63333.33
44,1,0,1,0,Jeyhoon,945000000.0,31500.0
58,1,0,1,0,Azarbaijan,1270000000.0,42333.33
65,2,1,1,1,Shahran,2350000000.0,78333.33
48,1,0,0,0,Beryanak,740000000.0,24666.67
44,1,0,1,0,Qasr-od-Dasht,1000000000.0,33333.33
60,1,0,0,0,Parand,300000000.0,10000.0
60,1,0,0,0,Parand,300000000.0,10000.0
68,2,1,1,1,Punak,2150000000.0,71666.67
55,1,1,1,1,Andisheh,797500000.0,26583.33
60,1,1,1,1,Persian Gulf Martyrs Lake,295000000.0,9833.33
54,1,0,1,0,Beryanak,760000000.0,25333.33
55,2,0,1,0,Yousef Abad,2150000000.0,71666.67
65,2,0,1,0,Punak,1900000000.0,63333.33
60,2,1,1,1,Salsabil,1520000000.0,50666.67
68,1,1,0,1,Ahang,1400000000.0,46666.67
42,1,0,0,0,Naziabad,640000000.0,21333.33
63,1,1,1,1,Punak,2200000000.0,73333.33
62,1,0,0,1,Parand,350000000.0,11666.67
65,2,1,1,1,Afsarieh,1550000000.0,51666.67
59,1,1,1,1,Andisheh,708000000.0,23600.0
65,1,1,1,1,Parand,340000000.0,11333.33
60,2,0,1,1,Vahidieh,1280000000.0,42666.67
57,2,0,1,0,Salsabil,1200000000.0,40000.0
66,2,0,1,0,Afsarieh,1120000000.0,37333.33
46,1,1,1,1,Shahran,1700000000.0,56666.67
65,2,1,1,0,West Pars,1950000000.0,65000.0
50,1,0,1,0,Pirouzi,1100000000.0,36666.67
46,1,1,1,1,Central Janatabad,1950000000.0,65000.0
60,1,0,1,0,Tehran Now,1500000000.0,50000.0
40,1,0,1,0,Salsabil,630000000.0,21000.0
52,1,1,1,1,Punak,2360000000.0,78666.67
58,1,0,1,0,Salsabil,715000000.0,23833.33
68,2,1,1,1,Shahran,2270000000.0,75666.67
65,1,0,1,0,Republic,1400000000.0,46666.67
54,1,1,1,1,West Ferdows Boulevard,22500000003.0,750000.0
60,1,1,1,1,Shahr-e-Ziba,1960000000.0,65333.33
53,1,0,0,0,Kahrizak,450000000.0,15000.0
63,3,0,1,0,Javadiyeh,1450000000.0,48333.33
53,1,0,1,0,Shahran,1470000000.0,49000.0
65,1,0,0,1,Saadat Abad,3490000000.0,116333.33
45,1,0,0,1,Si Metri Ji,8900000000.0,296666.67
37,1,1,1,1,Tehransar,1180000000.0,39333.33
65,1,1,1,1,Jeyhoon,1725000000.0,57500.0
66,2,0,1,0,Yakhchiabad,1000000000.0,33333.33
63,3,1,1,0,Shoosh,1200000000.0,40000.0
52,1,1,0,0,Jeyhoon,1200000000.0,40000.0
58,1,0,0,1,Parand,246000000.0,8200.0
54,0,0,0,0,Shahrake Qods,470000000.0,15666.67
51,1,0,0,1,Ostad Moein,1100000000.0,36666.67
45,1,1,1,0,West Ferdows Boulevard,1650000000.0,55000.0
68,2,0,1,1,Waterfall,1000000000.0,33333.33
60,1,1,1,0,West Ferdows Boulevard,1860000000.0,62000.0
58,1,0,0,1,Parand,325000000.0,10833.33
55,1,1,1,1,Punak,2300000000.0,76666.67
60,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0
68,2,0,1,1,Beryanak,1258000000.0,41933.33
61,2,0,1,0,Andisheh,460000000.0,15333.33
63,1,1,1,0,Feiz Garden,1890000000.0,63000.0
